,classifier,classifier__depth,classifier__l2_leaf_reg,classifier__learning_rate,sampling,scaler,transformer
catb_opt_model,<catboost.core.CatBoostClassifier object at 0x000002A0008C3340>,9,7,0.013264961159866528,RandomUnderSampler(random_state=42),StandardScaler(),"TargetEncoder(cols=['site_id', 'site_domain', 'app_id', 'device_model', 'C14',
                    'C17', 'C20'])"
