,classifier,classifier__n_neighbors,classifier__weights,sampling,scaler,transformer
Knn_model,KNeighborsClassifier(),5,uniform,RandomUnderSampler(),StandardScaler(),"TargetEncoder(cols=['site_id', 'site_domain', 'app_id', 'device_model', 'C14',
                    'C17', 'C20'])"
